CustomerID,Tenure_Months,Internet_Type,Contract,Monthly_Bill,Total_Charges,Tech_Support_Calls,Speed_Drops,Churn
CUST-0401,12,DSL,Two year,50.89,610.68,7,3,0
CUST-0402,44,DSL,Two year,47.45,2087.8,3,3,0
CUST-0403,8,Fiber Optic,Month-to-month,87.83,702.64,6,2,1
CUST-0404,27,DSL,Month-to-month,63.25,1707.75,0,3,0
CUST-0405,71,DSL,Two year,69.14,4908.94,3,0,0
CUST-0406,65,DSL,Month-to-month,66.53,4324.45,2,0,0
CUST-0407,9,Fiber Optic,Two year,104.19,937.71,7,0,0
CUST-0408,18,Fiber Optic,Month-to-month,89.6,1612.8,1,2,0
CUST-0409,70,DSL,One year,69.6,4872.0,3,2,0
CUST-0410,26,DSL,Month-to-month,43.9,1141.4,1,3,1
CUST-0411,10,DSL,One year,37.24,372.4,0,2,0
CUST-0412,36,Fiber Optic,Month-to-month,85.88,3091.68,5,3,1
CUST-0413,38,DSL,One year,55.44,2106.72,3,0,0
CUST-0414,13,Fiber Optic,One year,76.5,994.5,0,3,0
CUST-0415,67,DSL,Month-to-month,57.26,3836.42,3,1,0
CUST-0416,16,DSL,Month-to-month,53.85,861.6,4,1,0
CUST-0417,26,Fiber Optic,Two year,90.65,2356.9,5,0,1
CUST-0418,40,Fiber Optic,Two year,75.54,3021.6,4,3,1
CUST-0419,21,DSL,Month-to-month,53.43,1122.03,1,0,1
CUST-0420,16,Fiber Optic,Month-to-month,92.07,1473.12,5,0,1
CUST-0421,64,DSL,Month-to-month,43.66,2794.24,3,2,0
CUST-0422,64,Fiber Optic,One year,105.29,6738.56,4,0,1
CUST-0423,72,DSL,Two year,46.77,3367.44,3,3,0
CUST-0424,19,Fiber Optic,One year,97.85,1859.15,3,2,0
CUST-0425,18,DSL,Month-to-month,50.04,900.72,3,0,1
CUST-0426,59,DSL,Month-to-month,50.22,2962.98,0,0,0
CUST-0427,20,Fiber Optic,Month-to-month,97.4,1948.0,1,3,0
CUST-0428,17,DSL,Month-to-month,53.06,902.02,1,2,1
CUST-0429,37,Fiber Optic,Two year,90.3,3341.1,4,1,0
CUST-0430,28,Fiber Optic,Two year,106.9,2993.2,5,2,0
CUST-0431,44,DSL,One year,45.05,1982.2,1,3,0
CUST-0432,33,Fiber Optic,Month-to-month,77.95,2572.35,0,1,1
CUST-0433,69,Fiber Optic,One year,96.34,6647.46,2,2,0
CUST-0434,20,DSL,Two year,41.78,835.6,1,0,0
CUST-0435,18,DSL,One year,61.27,1102.86,4,1,1
CUST-0436,41,DSL,One year,63.06,2585.46,1,2,0
CUST-0437,71,DSL,One year,56.24,3993.04,5,3,1
CUST-0438,58,DSL,One year,45.09,2615.22,5,0,0
CUST-0439,49,Fiber Optic,Month-to-month,103.43,5068.07,1,3,0
CUST-0440,12,Fiber Optic,One year,88.56,1062.72,5,0,1
CUST-0441,7,DSL,Two year,69.4,485.8,6,1,1
CUST-0442,1,Fiber Optic,Month-to-month,99.59,99.59,3,2,0
CUST-0443,29,DSL,One year,55.34,1604.86,3,2,0
CUST-0444,34,Fiber Optic,Month-to-month,108.05,3673.7,4,0,1
CUST-0445,67,Fiber Optic,Month-to-month,85.25,5711.75,0,0,0
CUST-0446,56,DSL,Two year,63.77,3571.12,1,1,0
CUST-0447,33,Fiber Optic,Two year,103.51,3415.83,0,3,1
CUST-0448,65,DSL,One year,55.6,3614.0,5,3,1
CUST-0449,11,DSL,Month-to-month,69.8,767.8,4,2,1
CUST-0450,64,DSL,Two year,39.9,2553.6,1,3,0
CUST-0451,59,Fiber Optic,Month-to-month,103.43,6102.37,4,1,0
CUST-0452,14,DSL,One year,61.36,859.04,5,1,1
CUST-0453,66,Fiber Optic,One year,81.29,5365.14,4,3,0
CUST-0454,22,DSL,One year,35.75,786.5,5,1,0
CUST-0455,71,Fiber Optic,One year,75.04,5327.84,4,0,1
CUST-0456,4,Fiber Optic,One year,78.0,312.0,3,3,0
CUST-0457,22,Fiber Optic,Two year,82.25,1809.5,4,3,0
CUST-0458,35,DSL,Two year,45.78,1602.3,2,2,0
CUST-0459,62,DSL,Month-to-month,53.88,3340.56,5,0,1
CUST-0460,47,DSL,Two year,42.89,2015.83,4,1,0
CUST-0461,60,DSL,One year,45.91,2754.6,2,2,0
CUST-0462,23,Fiber Optic,Month-to-month,93.91,2159.93,5,1,1
CUST-0463,70,DSL,Month-to-month,50.06,3504.2,2,3,0
CUST-0464,40,Fiber Optic,Two year,98.0,3920.0,1,0,0
CUST-0465,52,DSL,Two year,58.23,3027.96,0,2,0
CUST-0466,29,DSL,Month-to-month,50.14,1454.06,1,3,0
CUST-0467,36,DSL,One year,47.65,1715.4,2,1,0
CUST-0468,8,DSL,Two year,40.55,324.4,2,2,0
CUST-0469,1,DSL,Month-to-month,37.03,37.03,2,2,1
CUST-0470,63,DSL,Two year,36.63,2307.69,4,2,0
CUST-0471,16,DSL,Two year,68.87,1101.92,2,2,0
CUST-0472,5,Fiber Optic,Two year,86.37,431.85,1,2,0
CUST-0473,18,Fiber Optic,Two year,94.16,1694.88,5,0,0
CUST-0474,34,DSL,One year,50.61,1720.74,3,1,0
CUST-0475,45,DSL,Month-to-month,50.89,2290.05,2,0,0
CUST-0476,2,DSL,Two year,44.69,89.38,2,3,0
CUST-0477,24,DSL,Two year,50.83,1219.92,2,0,0
CUST-0478,1,Fiber Optic,One year,93.1,93.1,1,3,0
CUST-0479,23,Fiber Optic,Two year,106.0,2438.0,0,0,0
CUST-0480,19,DSL,One year,38.51,731.69,3,0,0
CUST-0481,16,DSL,Month-to-month,50.5,808.0,2,1,0
CUST-0482,40,DSL,Two year,58.98,2359.2,2,3,0
CUST-0483,18,Fiber Optic,Two year,97.82,1760.76,0,3,0
CUST-0484,16,Fiber Optic,One year,83.13,1330.08,3,0,0
CUST-0485,23,DSL,Month-to-month,57.8,1329.4,3,3,1
CUST-0486,30,DSL,Month-to-month,37.52,1125.6,2,3,0
CUST-0487,16,DSL,One year,66.04,1056.64,2,1,0
CUST-0488,19,DSL,One year,52.67,1000.73,4,3,0
CUST-0489,59,DSL,Month-to-month,41.34,2439.06,2,1,0
CUST-0490,9,DSL,Month-to-month,69.17,622.53,7,0,0
CUST-0491,1,DSL,Two year,57.78,57.78,2,3,0
CUST-0492,29,DSL,Two year,54.77,1588.33,5,0,0
CUST-0493,47,Fiber Optic,Month-to-month,75.22,3535.34,2,0,0
CUST-0494,63,Fiber Optic,Month-to-month,103.66,6530.58,1,3,0
CUST-0495,31,DSL,Two year,59.14,1833.34,3,1,0
CUST-0496,18,Fiber Optic,Two year,88.14,1586.52,0,1,0
CUST-0497,56,Fiber Optic,Two year,107.25,6006.0,3,2,0
CUST-0498,52,DSL,Month-to-month,45.72,2377.44,4,3,0
CUST-0499,36,DSL,Two year,39.92,1437.12,0,0,0
CUST-0500,28,DSL,One year,47.68,1335.04,1,2,0
CUST-0501,72,DSL,Two year,56.86,4093.92,0,1,0
CUST-0502,64,DSL,One year,47.97,3070.08,0,3,0
CUST-0503,53,DSL,Two year,59.9,3174.7,1,3,0
CUST-0504,18,Fiber Optic,One year,88.72,1596.96,4,1,1
CUST-0505,45,Fiber Optic,Month-to-month,91.23,4105.35,0,2,1
CUST-0506,42,Fiber Optic,One year,109.99,4619.58,1,0,0
CUST-0507,21,DSL,Month-to-month,43.26,908.46,1,0,0
CUST-0508,59,Fiber Optic,One year,91.87,5420.33,0,2,0
CUST-0509,9,DSL,One year,65.79,592.11,0,1,0
CUST-0510,3,Fiber Optic,Two year,78.22,234.66,1,0,0
CUST-0511,37,DSL,One year,59.52,2202.24,0,1,0
CUST-0512,60,DSL,Month-to-month,50.14,3008.4,2,0,0
CUST-0513,14,Fiber Optic,One year,77.19,1080.66,1,3,0
CUST-0514,40,Fiber Optic,One year,80.87,3234.8,1,1,0
CUST-0515,50,DSL,Month-to-month,55.72,2786.0,5,1,0
CUST-0516,56,DSL,One year,52.0,2912.0,4,1,0
CUST-0517,41,DSL,Month-to-month,38.03,1559.23,5,2,0
CUST-0518,57,DSL,Two year,48.78,2780.46,3,3,0
CUST-0519,48,Fiber Optic,Month-to-month,89.35,4288.8,3,0,1
CUST-0520,34,DSL,One year,51.91,1764.94,1,3,0
CUST-0521,3,Fiber Optic,Month-to-month,77.04,231.12,3,2,0
CUST-0522,45,Fiber Optic,Two year,95.29,4288.05,4,2,1
CUST-0523,64,DSL,Month-to-month,56.37,3607.68,1,2,1
CUST-0524,67,DSL,One year,55.31,3705.77,2,1,0
CUST-0525,51,Fiber Optic,One year,81.43,4152.93,0,3,0
CUST-0526,54,DSL,One year,55.57,3000.78,4,1,0
CUST-0527,43,Fiber Optic,One year,90.28,3882.04,0,2,1
CUST-0528,66,Fiber Optic,One year,98.54,6503.64,4,1,1
CUST-0529,32,DSL,Two year,35.67,1141.44,5,2,0
CUST-0530,38,Fiber Optic,Two year,76.66,2913.08,2,3,0
CUST-0531,57,DSL,Two year,52.29,2980.53,4,0,0
CUST-0532,42,Fiber Optic,Two year,92.36,3879.12,1,2,0
CUST-0533,45,DSL,Two year,66.13,2975.85,0,2,1
CUST-0534,50,DSL,One year,47.6,2380.0,1,1,0
CUST-0535,25,DSL,One year,60.15,1503.75,2,0,0
CUST-0536,34,DSL,Month-to-month,66.93,2275.62,4,2,1
CUST-0537,34,DSL,Month-to-month,53.74,1827.16,1,2,0
CUST-0538,23,Fiber Optic,Month-to-month,81.42,1872.66,4,0,1
CUST-0539,57,DSL,Month-to-month,42.36,2414.52,3,3,0
CUST-0540,39,DSL,Two year,60.92,2375.88,1,0,0
CUST-0541,58,DSL,Month-to-month,49.79,2887.82,1,3,0
CUST-0542,2,Fiber Optic,Month-to-month,105.56,211.12,3,0,0
CUST-0543,21,Fiber Optic,Two year,92.38,1939.98,0,2,0
CUST-0544,51,Fiber Optic,One year,89.46,4562.46,0,1,0
CUST-0545,29,DSL,One year,54.74,1587.46,4,1,0
CUST-0546,2,DSL,Two year,42.47,84.94,2,0,0
CUST-0547,27,Fiber Optic,Month-to-month,101.05,2728.35,1,3,0
CUST-0548,44,Fiber Optic,One year,86.73,3816.12,5,0,0
CUST-0549,19,Fiber Optic,One year,88.94,1689.86,3,1,0
CUST-0550,51,DSL,Month-to-month,58.93,3005.43,4,0,0
CUST-0551,66,DSL,Month-to-month,61.91,4086.06,4,3,1
CUST-0552,1,Fiber Optic,Month-to-month,84.98,84.98,3,3,0
CUST-0553,30,DSL,Two year,56.99,1709.7,0,3,0
CUST-0554,62,Fiber Optic,One year,83.89,5201.18,2,0,0
CUST-0555,68,Fiber Optic,Two year,104.81,7127.08,3,0,0
CUST-0556,60,Fiber Optic,Two year,76.31,4578.6,5,1,1
CUST-0557,63,DSL,Month-to-month,60.92,3837.96,4,1,1
CUST-0558,49,DSL,One year,41.08,2012.92,4,1,0
CUST-0559,25,Fiber Optic,Month-to-month,100.87,2521.75,3,2,1
CUST-0560,14,Fiber Optic,One year,88.86,1244.04,5,1,1
CUST-0561,38,Fiber Optic,One year,83.36,3167.68,0,3,0
CUST-0562,45,Fiber Optic,Two year,108.38,4877.1,1,0,0
CUST-0563,17,Fiber Optic,Two year,79.62,1353.54,1,0,0
CUST-0564,43,Fiber Optic,Month-to-month,105.95,4555.85,1,2,0
CUST-0565,23,DSL,Two year,65.35,1503.05,3,0,1
CUST-0566,55,Fiber Optic,Month-to-month,108.77,5982.35,5,2,1
CUST-0567,25,DSL,Two year,69.83,1745.75,3,1,0
CUST-0568,46,Fiber Optic,Two year,85.54,3934.84,3,1,0
CUST-0569,29,DSL,Month-to-month,68.12,1975.48,3,1,1
CUST-0570,2,Fiber Optic,Two year,106.34,212.68,6,1,1
CUST-0571,59,DSL,One year,59.22,3493.98,3,1,0
CUST-0572,46,DSL,One year,65.05,2992.3,4,0,1
CUST-0573,39,Fiber Optic,Two year,99.55,3882.45,5,3,1
CUST-0574,50,Fiber Optic,One year,86.75,4337.5,2,0,0
CUST-0575,62,Fiber Optic,One year,108.08,6700.96,4,3,0
CUST-0576,57,DSL,Month-to-month,37.85,2157.45,2,1,1
CUST-0577,40,Fiber Optic,One year,104.56,4182.4,5,3,1
CUST-0578,1,Fiber Optic,Two year,94.68,94.68,4,1,0
CUST-0579,53,DSL,One year,54.04,2864.12,4,3,0
CUST-0580,6,Fiber Optic,One year,93.93,563.58,7,3,1
CUST-0581,47,Fiber Optic,One year,101.88,4788.36,5,3,0
CUST-0582,66,Fiber Optic,Month-to-month,106.76,7046.16,0,0,0
CUST-0583,7,DSL,One year,64.44,451.08,6,0,1
CUST-0584,54,Fiber Optic,Two year,102.4,5529.6,1,0,0
CUST-0585,24,Fiber Optic,Two year,88.87,2132.88,0,3,1
CUST-0586,14,Fiber Optic,One year,75.36,1055.04,3,1,0
CUST-0587,70,DSL,One year,59.21,4144.7,0,1,0
CUST-0588,59,DSL,Two year,56.52,3334.68,3,1,0
CUST-0589,65,DSL,Two year,45.79,2976.35,5,2,0
CUST-0590,33,DSL,Two year,53.54,1766.82,4,1,1
CUST-0591,42,Fiber Optic,One year,79.3,3330.6,4,3,0
CUST-0592,4,DSL,Two year,43.66,174.64,2,1,0
CUST-0593,48,DSL,Two year,63.38,3042.24,1,0,0
CUST-0594,17,DSL,One year,53.99,917.83,1,3,0
CUST-0595,13,Fiber Optic,Month-to-month,85.6,1112.8,5,3,1
CUST-0596,12,DSL,Two year,44.32,531.84,4,2,0
CUST-0597,54,Fiber Optic,Month-to-month,99.11,5351.94,3,2,0
CUST-0598,10,DSL,Two year,51.88,518.8,7,1,0
CUST-0599,25,Fiber Optic,Two year,105.16,2629.0,2,3,1
CUST-0600,70,DSL,One year,63.17,4421.9,0,1,0
CUST-0601,36,DSL,Month-to-month,40.71,1465.56,1,1,0
CUST-0602,8,DSL,One year,67.02,536.16,8,3,0
CUST-0603,70,Fiber Optic,One year,101.78,7124.6,3,0,0
CUST-0604,6,Fiber Optic,One year,85.56,513.36,1,3,0
CUST-0605,25,Fiber Optic,One year,77.11,1927.75,3,1,1
CUST-0606,53,Fiber Optic,One year,95.11,5040.83,1,2,0
CUST-0607,5,Fiber Optic,Two year,81.1,405.5,2,3,0
CUST-0608,49,DSL,Two year,36.18,1772.82,2,3,0
CUST-0609,72,DSL,Month-to-month,41.71,3003.12,0,1,0
CUST-0610,24,Fiber Optic,One year,80.34,1928.16,4,3,0
CUST-0611,66,DSL,Month-to-month,54.71,3610.86,3,1,0
CUST-0612,69,DSL,Two year,40.33,2782.77,2,2,0
CUST-0613,30,DSL,Month-to-month,45.44,1363.2,3,2,1
CUST-0614,22,DSL,Month-to-month,46.29,1018.38,2,0,1
CUST-0615,27,DSL,Month-to-month,57.78,1560.06,4,2,1
CUST-0616,42,DSL,Month-to-month,42.28,1775.76,4,1,1
CUST-0617,66,Fiber Optic,Month-to-month,78.27,5165.82,4,3,1
CUST-0618,63,DSL,One year,37.85,2384.55,2,3,0
CUST-0619,71,Fiber Optic,Two year,97.37,6913.27,5,1,1
CUST-0620,67,DSL,Month-to-month,67.19,4501.73,0,0,0
CUST-0621,25,DSL,Two year,59.82,1495.5,3,3,0
CUST-0622,70,DSL,Month-to-month,54.89,3842.3,2,1,0
CUST-0623,11,DSL,Month-to-month,51.3,564.3,2,2,0
CUST-0624,40,DSL,Two year,36.42,1456.8,4,0,1
CUST-0625,50,DSL,Month-to-month,57.25,2862.5,4,1,1
CUST-0626,23,Fiber Optic,One year,85.34,1962.82,1,3,0
CUST-0627,37,DSL,Month-to-month,53.8,1990.6,1,3,0
CUST-0628,51,Fiber Optic,Month-to-month,80.88,4124.88,0,2,0
CUST-0629,27,Fiber Optic,Two year,85.09,2297.43,0,0,0
CUST-0630,1,Fiber Optic,Month-to-month,79.14,79.14,6,3,1
CUST-0631,47,Fiber Optic,One year,76.63,3601.61,5,3,1
CUST-0632,12,Fiber Optic,Two year,84.0,1008.0,2,1,0
CUST-0633,2,Fiber Optic,One year,93.33,186.66,0,2,0
CUST-0634,43,DSL,Month-to-month,42.34,1820.62,0,0,0
CUST-0635,40,DSL,One year,51.57,2062.8,5,3,1
CUST-0636,46,DSL,One year,52.33,2407.18,2,0,0
CUST-0637,12,Fiber Optic,Two year,82.0,984.0,5,1,0
CUST-0638,3,Fiber Optic,Month-to-month,109.32,327.96,0,0,0
CUST-0639,55,DSL,Two year,44.44,2444.2,3,1,0
CUST-0640,43,Fiber Optic,Two year,102.41,4403.63,3,0,0
CUST-0641,50,DSL,Month-to-month,60.41,3020.5,4,0,0
CUST-0642,47,DSL,Month-to-month,39.51,1856.97,1,1,1
CUST-0643,18,DSL,One year,40.76,733.68,0,2,0
CUST-0644,10,DSL,Month-to-month,66.7,667.0,3,2,0
CUST-0645,24,DSL,Month-to-month,40.82,979.68,1,1,1
CUST-0646,47,DSL,One year,61.32,2882.04,5,2,1
CUST-0647,53,Fiber Optic,Two year,82.02,4347.06,0,3,0
CUST-0648,15,Fiber Optic,Month-to-month,76.2,1143.0,4,0,1
CUST-0649,45,Fiber Optic,Month-to-month,100.59,4526.55,5,3,1
CUST-0650,18,Fiber Optic,Two year,79.7,1434.6,2,0,0
CUST-0651,71,DSL,Two year,56.92,4041.32,3,0,0
CUST-0652,54,Fiber Optic,Two year,93.52,5050.08,5,0,0
CUST-0653,18,Fiber Optic,One year,87.17,1569.06,0,1,0
CUST-0654,51,Fiber Optic,Month-to-month,93.01,4743.51,4,3,0
CUST-0655,26,DSL,Two year,63.36,1647.36,2,3,1
CUST-0656,10,DSL,One year,61.33,613.3,3,0,0
CUST-0657,5,Fiber Optic,Two year,99.14,495.7,0,0,0
CUST-0658,56,Fiber Optic,Two year,95.11,5326.16,2,1,0
CUST-0659,4,Fiber Optic,Month-to-month,75.66,302.64,4,3,1
CUST-0660,68,DSL,One year,67.68,4602.24,4,1,0
CUST-0661,60,DSL,Month-to-month,43.74,2624.4,3,1,0
CUST-0662,64,DSL,One year,63.88,4088.32,0,2,0
CUST-0663,20,DSL,Two year,59.51,1190.2,3,1,0
CUST-0664,52,DSL,Two year,67.37,3503.24,5,0,0
CUST-0665,55,DSL,Month-to-month,41.97,2308.35,5,0,0
CUST-0666,14,Fiber Optic,Two year,88.89,1244.46,2,0,0
CUST-0667,44,DSL,Two year,43.49,1913.56,5,1,0
CUST-0668,38,DSL,One year,67.21,2553.98,3,3,0
CUST-0669,57,DSL,One year,65.95,3759.15,1,3,0
CUST-0670,15,DSL,Month-to-month,54.06,810.9,1,1,1
CUST-0671,54,DSL,One year,59.16,3194.64,3,3,0
CUST-0672,52,DSL,Two year,68.03,3537.56,5,3,0
CUST-0673,34,DSL,One year,45.55,1548.7,3,2,1
CUST-0674,15,Fiber Optic,Month-to-month,102.5,1537.5,5,0,0
CUST-0675,69,Fiber Optic,Two year,94.79,6540.51,2,0,0
CUST-0676,44,Fiber Optic,Month-to-month,85.96,3782.24,2,3,0
CUST-0677,34,Fiber Optic,One year,100.32,3410.88,1,1,0
CUST-0678,59,Fiber Optic,One year,96.0,5664.0,3,3,0
CUST-0679,43,DSL,Month-to-month,63.01,2709.43,2,0,1
CUST-0680,27,Fiber Optic,One year,83.95,2266.65,2,2,0
CUST-0681,47,Fiber Optic,Month-to-month,88.41,4155.27,4,2,1
CUST-0682,25,DSL,Month-to-month,42.98,1074.5,2,2,1
CUST-0683,46,Fiber Optic,One year,82.94,3815.24,5,1,1
CUST-0684,36,Fiber Optic,Month-to-month,79.94,2877.84,0,1,0
CUST-0685,11,DSL,Two year,45.62,501.82,6,2,1
CUST-0686,4,Fiber Optic,Two year,108.29,433.16,2,3,0
CUST-0687,53,Fiber Optic,Two year,79.18,4196.54,0,3,0
CUST-0688,53,Fiber Optic,Two year,105.8,5607.4,0,0,0
CUST-0689,72,DSL,Two year,40.83,2939.76,3,1,0
CUST-0690,64,DSL,One year,41.35,2646.4,1,2,0
CUST-0691,45,Fiber Optic,Two year,106.7,4801.5,3,3,0
CUST-0692,54,Fiber Optic,One year,105.23,5682.42,2,0,0
CUST-0693,9,DSL,One year,37.43,336.87,2,2,0
CUST-0694,67,Fiber Optic,One year,100.06,6704.02,3,2,0
CUST-0695,7,DSL,Two year,41.82,292.74,3,1,0
CUST-0696,47,Fiber Optic,Month-to-month,85.54,4020.38,2,1,0
CUST-0697,47,DSL,Two year,35.47,1667.09,3,1,0
CUST-0698,20,Fiber Optic,Two year,81.4,1628.0,5,3,0
CUST-0699,51,Fiber Optic,Month-to-month,108.06,5511.06,5,3,1
CUST-0700,43,Fiber Optic,Month-to-month,87.22,3750.46,4,3,1
CUST-0701,62,DSL,One year,58.57,3631.34,0,3,0
CUST-0702,18,DSL,Two year,35.82,644.76,2,2,0
CUST-0703,61,Fiber Optic,One year,80.69,4922.09,5,0,0
CUST-0704,20,DSL,One year,63.6,1272.0,0,1,0
CUST-0705,70,Fiber Optic,Two year,95.08,6655.6,0,3,0
CUST-0706,20,Fiber Optic,Two year,89.21,1784.2,5,2,0
CUST-0707,51,DSL,Month-to-month,59.91,3055.41,2,1,0
CUST-0708,72,Fiber Optic,One year,85.14,6130.08,5,3,0
CUST-0709,21,DSL,One year,42.08,883.68,0,3,0
CUST-0710,38,Fiber Optic,Month-to-month,105.53,4010.14,2,3,1
CUST-0711,48,DSL,Two year,56.86,2729.28,1,2,0
CUST-0712,19,DSL,Month-to-month,41.65,791.35,1,3,1
CUST-0713,16,DSL,Two year,64.19,1027.04,5,1,0
CUST-0714,7,Fiber Optic,Month-to-month,107.25,750.75,7,1,1
CUST-0715,54,DSL,One year,37.47,2023.38,5,1,0
CUST-0716,7,DSL,Two year,61.81,432.67,6,2,1
CUST-0717,69,Fiber Optic,One year,85.34,5888.46,4,2,0
CUST-0718,14,DSL,Month-to-month,42.28,591.92,3,1,0
CUST-0719,7,DSL,One year,35.74,250.18,7,2,0
CUST-0720,16,Fiber Optic,One year,105.03,1680.48,4,3,1
CUST-0721,1,DSL,One year,63.96,63.96,4,3,0
CUST-0722,14,Fiber Optic,Month-to-month,109.29,1530.06,0,0,0
CUST-0723,31,DSL,Two year,53.43,1656.33,1,0,0
CUST-0724,2,Fiber Optic,Month-to-month,107.42,214.84,8,2,1
CUST-0725,51,Fiber Optic,One year,81.03,4132.53,5,1,0
CUST-0726,25,DSL,Month-to-month,61.26,1531.5,2,2,1
CUST-0727,6,Fiber Optic,Month-to-month,108.64,651.84,0,0,0
CUST-0728,30,Fiber Optic,One year,83.83,2514.9,0,1,1
CUST-0729,4,Fiber Optic,Two year,85.66,342.64,4,0,0
CUST-0730,18,DSL,Month-to-month,57.78,1040.04,0,2,0
CUST-0731,46,Fiber Optic,One year,93.15,4284.9,3,0,0
CUST-0732,10,Fiber Optic,Month-to-month,83.32,833.2,4,0,1
CUST-0733,30,DSL,One year,63.94,1918.2,1,0,0
CUST-0734,4,DSL,Two year,69.73,278.92,7,3,0
CUST-0735,22,DSL,Month-to-month,69.08,1519.76,5,0,0
CUST-0736,8,Fiber Optic,Two year,78.35,626.8,1,0,0
CUST-0737,46,DSL,One year,61.82,2843.72,1,1,0
CUST-0738,62,DSL,One year,62.02,3845.24,3,0,0
CUST-0739,70,DSL,One year,42.47,2972.9,2,3,0
CUST-0740,17,DSL,One year,41.4,703.8,3,3,0
CUST-0741,46,DSL,One year,49.32,2268.72,0,2,0
CUST-0742,66,DSL,Two year,56.86,3752.76,2,0,0
CUST-0743,12,Fiber Optic,Month-to-month,92.84,1114.08,5,2,1
CUST-0744,41,DSL,Month-to-month,45.44,1863.04,3,0,0
CUST-0745,37,Fiber Optic,Two year,85.13,3149.81,0,2,0
CUST-0746,4,Fiber Optic,One year,89.78,359.12,8,2,0
CUST-0747,72,DSL,One year,46.67,3360.24,4,1,0
CUST-0748,46,Fiber Optic,One year,104.47,4805.62,5,2,0
CUST-0749,57,Fiber Optic,Two year,81.34,4636.38,4,1,0
CUST-0750,30,Fiber Optic,One year,91.77,2753.1,2,0,0
CUST-0751,32,Fiber Optic,Two year,90.46,2894.72,4,3,0
CUST-0752,59,Fiber Optic,One year,109.26,6446.34,0,3,0
CUST-0753,55,DSL,Two year,60.1,3305.5,1,1,0
CUST-0754,69,DSL,One year,61.99,4277.31,3,1,0
CUST-0755,72,DSL,One year,59.37,4274.64,0,3,0
CUST-0756,39,Fiber Optic,One year,78.48,3060.72,0,1,0
CUST-0757,71,DSL,Month-to-month,56.06,3980.26,1,3,0
CUST-0758,40,DSL,Two year,35.01,1400.4,5,3,0
CUST-0759,68,Fiber Optic,One year,80.6,5480.8,0,1,0
CUST-0760,2,DSL,Month-to-month,63.52,127.04,4,2,1
CUST-0761,52,Fiber Optic,Month-to-month,90.57,4709.64,4,3,1
CUST-0762,64,Fiber Optic,Month-to-month,104.1,6662.4,3,1,0
CUST-0763,31,Fiber Optic,Two year,94.24,2921.44,5,3,0
CUST-0764,4,Fiber Optic,Two year,86.37,345.48,2,3,0
CUST-0765,59,DSL,One year,50.8,2997.2,4,2,0
CUST-0766,12,DSL,One year,61.48,737.76,0,3,1
CUST-0767,15,DSL,Month-to-month,44.99,674.85,1,3,0
CUST-0768,41,DSL,Month-to-month,55.87,2290.67,4,2,0
CUST-0769,48,Fiber Optic,Month-to-month,83.55,4010.4,3,3,0
CUST-0770,47,Fiber Optic,One year,108.24,5087.28,5,3,0
CUST-0771,45,DSL,One year,37.17,1672.65,4,0,0
CUST-0772,41,Fiber Optic,One year,109.22,4478.02,5,0,0
CUST-0773,6,DSL,Two year,48.98,293.88,2,0,0
CUST-0774,25,DSL,One year,37.7,942.5,2,2,0
CUST-0775,42,Fiber Optic,Month-to-month,80.84,3395.28,3,0,0
CUST-0776,53,Fiber Optic,Month-to-month,81.26,4306.78,4,3,0
CUST-0777,5,DSL,One year,36.73,183.65,3,2,1
CUST-0778,12,Fiber Optic,Two year,86.76,1041.12,6,2,0
CUST-0779,36,DSL,Two year,66.04,2377.44,0,1,0
CUST-0780,28,DSL,Month-to-month,36.57,1023.96,2,1,0
CUST-0781,61,Fiber Optic,One year,82.77,5048.97,3,1,0
CUST-0782,4,Fiber Optic,Two year,86.08,344.32,7,1,0
CUST-0783,57,DSL,Month-to-month,45.0,2565.0,3,2,0
CUST-0784,5,Fiber Optic,One year,103.7,518.5,2,1,1
CUST-0785,60,Fiber Optic,One year,78.36,4701.6,0,3,0
CUST-0786,12,DSL,Two year,58.26,699.12,3,2,0
CUST-0787,1,Fiber Optic,One year,94.61,94.61,0,0,0
CUST-0788,13,DSL,Two year,60.7,789.1,1,1,0
CUST-0789,32,Fiber Optic,Month-to-month,79.28,2536.96,5,0,1
CUST-0790,58,Fiber Optic,Two year,78.53,4554.74,4,3,1
CUST-0791,59,DSL,One year,66.27,3909.93,1,0,0
CUST-0792,24,Fiber Optic,Two year,82.57,1981.68,5,0,0
CUST-0793,5,Fiber Optic,Month-to-month,101.8,509.0,0,0,1
CUST-0794,13,DSL,Month-to-month,64.51,838.63,0,1,1
CUST-0795,49,Fiber Optic,One year,88.57,4339.93,2,1,0
CUST-0796,35,DSL,One year,61.7,2159.5,0,2,0
CUST-0797,53,DSL,Two year,63.06,3342.18,2,3,0
CUST-0798,20,DSL,One year,61.93,1238.6,2,1,1
CUST-0799,1,DSL,One year,42.21,42.21,3,2,0
CUST-0800,55,DSL,Month-to-month,36.1,1985.5,0,3,0
CUST-0801,22,Fiber Optic,Month-to-month,83.34,1833.48,1,1,0
CUST-0802,64,Fiber Optic,Two year,84.22,5390.08,2,1,0
CUST-0803,21,DSL,One year,48.33,1014.93,3,2,1
CUST-0804,32,DSL,One year,68.78,2200.96,0,1,0
CUST-0805,43,DSL,Month-to-month,47.96,2062.28,1,0,0
CUST-0806,62,DSL,One year,53.09,3291.58,1,1,0
CUST-0807,4,DSL,One year,48.99,195.96,6,3,0
